Description	NSLA_1001	NSLA_1003	NSLA_1005	NSLA_1006	NSLA_1009	NSLA_1010	NSLA_1011	NSLA_1012	NSLA_1013	NSLA_136	NSLA_138	NSLA_139	NSLA_14	NSLA_168	NSLA_179	NSLA_187	NSLA_2_116	NSLA_2_118	NSLA_2_171	NSLA_2_184	NSLA_2_19	NSLA_2_220	NSLA_2_221	NSLA_2_24	NSLA_2_252	NSLA_2_265	NSLA_2_266	NSLA_2_273	NSLA_2_275	NSLA_2_30	NSLA_2_350	NSLA_2_363	NSLA_2_369	NSLA_2_379	NSLA_2_407	NSLA_2_41	NSLA_2_411	NSLA_2_5	NSLA_2_8	NSLA_2_97	NSLA_20	NSLA_216	NSLA_235	NSLA_239	NSLA_259	NSLA_271	NSLA_291	NSLA_300	NSLA_310	NSLA_311	NSLA_312	NSLA_350	NSLA_356	NSLA_379	NSLA_380	NSLA_407	NSLA_421	NSLA_429	NSLA_460	NSLA_464	NSLA_469	NSLA_479	NSLA_483	NSLA_490	NSLA_50	NSLA_519	NSLA_535	NSLA_541	NSLA_542	NSLA_563	NSLA_571	NSLA_585	NSLA_589	NSLA_6	NSLA_61	NSLA_611	NSLA_616	NSLA_632	NSLA_649	NSLA_653	NSLA_657	NSLA_66	NSLA_663	NSLA_665	NSLA_667	NSLA_672	NSLA_675	NSLA_677	NSLA_679	NSLA_693	NSLA_696	NSLA_698	NSLA_699	NSLA_72
POP1:S730-p	0.93813	0	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.032912271	-0.207734	0.0345684	0.0579423	1.50201	0	0.954028	2.08737	-0.010558132	0.683297	0.936891	-0.03526551	-0.205973582	-0.0185314	-1.32987	-0.109974983	-1.1275	0	0	0.090730211	0.196816	0.048861219	-1.47296	0.084581591	-0.306848	0	-0.181358	1.49452	0.10870514	0.238031446	1.83142	0	-0.0947369	-1.67528	0.571511	0.342652	-0.677169	-0.32075	1.08881	0.183104	-0.426240137	0.621743	0.089735583	0.055701094	0.440916	1.06551	-1.63619	0.705512	0.774525	0.494684	-1.78977	-0.063685469	-0.28933	-1.3681	0.197024719	-0.0646841	-2.03776	0	-0.18806812	-0.330014	-1.19215	0	0.347227	0.024378264	-0.11132429	-0.894784	-0.260217606	-0.049251438	-0.724186	0	-1.72285	0.606547	0.032249	0.116358	0.12487259	0.063418735	-0.581373	0.23044097	0.035430144	-0.534793	0.780455	0	0.003342637	-0.014067928	0.226184925
PPA2:S317-p	0.639713	-0.292043	0.0138351	0	-0.406877	-0.469093	0.220328	0.067672	-0.711771	-1.57053	0.117026001	0.467397	-1.87237	1.34643	-0.005097228	-0.183322629	0.120069	-0.0162244	-0.434337	0.349819	1.41098	0	0.597598	0.0550212	-0.443388	-0.299477	-1.09058	0.537185	-0.0505654	0	0.221351	-1.44146	-0.159763	0.160685	-0.699984	0.489944	0	1.75782	-0.144034	0.535224	-0.141793	0.793753	0.216195614	0	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	2.48856	0.120684366	1.63808	1.17054	-1.38354	-0.269344	1.00163	-0.464639	0	-0.235597798	0.168763	0.0687048	2.34132	-0.096115796	1.55674	-0.526631	0.013194124	-0.174235754	0.260662	-1.07662	0.426047	0.376241	1.36546	-0.285293	-0.447342	-0.0613015	0.155529	0.0478184	2.57896	-0.362574	-1.96147	-0.0275289	0.069908096	0.317863	0	-0.865018	-1.48732	0.206606	-0.196581	-1.04371	0.145153	0.728684	-1.01437	1.44716	-0.181001
PPAN-P2RY11:S359-p	0.19642327	0.152148362	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.00316116	0.0349065	-0.045475977	-1.48947	-1.31631	-0.719159	0.1351	0.150113325	-0.784701	-0.440589	0	-0.59756	1.47848	1.67761	-0.043253241	-0.109974983	0.020395053	0.166430724	1.83496	0.090730211	-1.30454	-0.128962	-1.01694	0.718529	0	-0.786473	0.043925172	-0.137139386	0	1.22228	-0.140958279	-0.207304571	0.252333	-0.782716	1.18218	0.059226215	-0.777958	0.086385657	0.905069	0.230658099	-0.426240137	0	0	0.055701094	0.497215	0.826481	-0.447703	1.98114	0.157969893	-0.235597798	-0.10820499	-0.063685469	0.063723729	-0.096115796	-0.214833	0.050274196	0.013194124	-0.174235754	-0.18806812	-0.107319121	0.030285575	-0.893361	-0.071522829	0.323426	-0.11132429	-2.29974	-1.44287	0.375411	0.027756863	-0.263266	-0.117886842	-0.244919	0.0931255	0.109245115	0.12487259	0.42379	-0.259809	0.465135	0.035430144	0	0.205130311	-0.013976	0.003342637	-0.014067928	0.226184925
PPFIA1:S763-p	0.19642327	0.152148362	0.200016699	-0.009362227	0	0.887759	-0.862358	-0.112243	0.123058	0.0701082	-0.443847	1.14471	1.17146	-2.00999	1.03772	0.636	-0.302677	-0.047167	-0.0429509	-0.283318	2.04941	0.953019	0	0.0380282	-0.109974983	-1.49232	-1.20586	-2.42411	0.090730211	0.181591	-0.368999	0.0429509	1.62876	0.203105	-0.254909	0	-0.137139386	-0.000112062	-0.309054	-0.140958279	0.736333	-0.043455221	-0.718985	0.664287	-1.69362	1.25486	0.607207	0	0.21785	-0.426240137	-2.03378	1.26589	0.055701094	0	-1.03587	0.943748	-1.39692	0.163264	0	-0.518812	-0.063685469	0.063723729	-0.351751	-1.67837	-1.10831	-1.87851	-0.802387	2.03602	0.375988	0.130419	0	1.62663	-0.272088	-0.11132429	-0.491483069	0.920598	-0.558402	-2.28791	-0.192087074	-1.14703	-0.8735	-0.16157	0.58151	0.942779	-0.497124	0	-1.92646	0.509577	0.0247436	0	-0.777137	0	-0.470476	0.226184925
PPFIBP1:S794-p	0.86901	0.0451406	0.547658	-0.0626152	1.92896	-0.317344	-1.74399	0	0.2506	1.06498	-0.0337791	-0.571159	-0.492062	-0.401416	-0.909704	0	0	-0.153117	-0.0281055	-1.05768	0.195368	-0.406285	-0.348297	-0.809231	-0.123173	0.385894	-2.1806	1.36107	0	1.46871	0.545269	1.35257	-1.16366	-1.38611	0.679818	-1.22486	-0.962094	2.20599	0	-0.702172	0	-0.144641	-1.06016	0.326036	-0.579149	0.0752255	1.60925	0.446976	0.455235	-2.20822	0.662434	0.541524	1.06904	-1.09221	-0.229048	-0.23779	0.328208	0.71857	0	1.42053	-0.559252	1.40948	1.25266	0	1.30132	0.218888	-0.317069	2.30424	0.301122	-0.939739	1.53927	-1.25713	-1.92788	0.671841	-0.770072	0.87702	2.23735	-0.849491	1.41133	0.974158	-0.47306	-1.9412	0.420415	0.397958	-0.0489463	-1.49698	-0.340834	0.207607	2.25175	0	0	0.441079	-0.140708	0.9475
PPFIBP1:S466-p	1.32605	0.447032	0.135763	-0.350148	2.79396	-0.29725	-0.10412	-0.028977	-0.0286183	2.09417	0.214242	-0.888159	0.063644588	-1.21814	0.449352	0	0.05277	0.129498	0.071027592	0.256722	-0.176463	-1.07759	0	0	0	0.31848	-1.05056	0.104204435	1.05108	0.090834589	-0.465949	-0.130959675	0.388248	-0.356090301	-0.177804	-1.95364	-0.751244	1.30304	-0.582736	-1.09701	-0.374304	-0.293683	-1.342	0.14898	0.059226215	-0.120135	0.086385657	-1.06003	0.230658099	-1.61689	1.34688	-0.0357221	-0.616912	-0.24567833	-0.709811	-2.04819	-1.19233	0	-0.235597798	1.31496	-0.174638	0.977627	-0.096115796	-1.40076	-1.56468	0.013194124	-0.174235754	2.29266	0.432563	0	0.743887	-0.328919	0	0.113613	-1.67463	1.22208	0.932934	-0.988122	0.877981	1.05971	0.287697474	-1.30232	-0.0163028	0.517585	0.308653	-0.631302	0	1.15818	0.58065	0.668301	0.343207	0.515587	-0.129616	1.92766
PPFIBP1:T538-p	0.19642327	0.152148362	0.606862	-0.355967	2.53392	-0.382985	-0.810964	0	-0.598553	0.774818	0	-0.045475977	0.063644588	-2.00192	1.07826	-0.160839	0.150113325	0	0.024954	0.199224405	0.553936	-1.5793	-0.187408	-0.043253241	-0.338364	0.020395053	0.166430724	0	1.51233	0.113767	-0.517544	0.244	0.678532	-1.77282	-0.112916196	0.043925172	-0.137139386	0.264902	-1.94038	-0.140958279	-0.163202	-0.043455221	-0.376582	0.835981	0	1.80982	1.22583	-0.470537	0.344085	-0.10415	1.39696	0.089735583	0	-0.24567833	0.0195903	-0.815912	-0.814734	0.157969893	-0.59308	-0.124338	-0.123876	0.063723729	2.0488	0.197024719	0.050274196	-1.20631	-0.163542	2.12906	-0.107319121	0.030285575	1.81966	-0.071522829	0.024378264	0.515295	-0.491483069	-0.260217606	-0.049251438	0.192804	-0.192087074	-0.117886842	0.287697474	-0.521238	0.109245115	0.967027	0.063418735	-0.208325	0.23044097	1.32838	1.71777	0.205130311	0.30448	0	-0.235677	2.19355
PPFIBP1:S601-p	0.19642327	0.152148362	0.29457	-0.0710747	2.64038	0.0269135	-0.193915	0	-0.177579	1.81606	0.117026001	-0.538939	-0.539768	0.481598	-0.005097228	-0.183322629	0	1.23032	0.071027592	0.057818	-0.129331	-0.434449	-0.231949	0.077955	0	-1.87251	-0.83901	0.104204435	1.21156	0.090834589	0	-0.130959675	0.646073	-0.356090301	0.361932	-0.153986	-0.137139386	0.274193	-1.56089	-0.140958279	-0.207304571	-1.00659	0.216195614	-0.834448	-0.190809	-0.08782391	0.497731	0.042809469	-1.36357	-1.43872	0.120684366	-1.94091	-0.0592824	0.392833	-0.0906931	-0.0244708	0.0598447	0.157969893	-0.342453	-0.10820499	0.503563	0.063723729	1.78574	-1.22071	0.050274196	1.14052	0.0492194	2.2821	1.14347	0.030285575	0	-0.071522829	-0.883181	-0.259276	-1.43317	-0.260217606	-0.049251438	0.027756863	0	-0.117886842	1.07092	0.069908096	0.109245115	0.0578287	0.170105	-0.00418819	0.23044097	0.900192	0.708247	0.205130311	0.544904	0	-0.43064	2.01148
PPFIBP1:S37-p	0.19642327	0.152148362	0.200016699	-0.009362227	1.12267	-0.0624279	-0.075293651	-0.132102873	-0.52254	1.66509	0.320666	-1.65491	0.285069	-0.742742	-0.297876	0.797831	0.977831	-0.397616	0.294886	0.199224405	0.373736	0	-0.65192	0.182536	-0.109974983	0.507315	0	-0.324437	0.090730211	0.616198	1.15981	0	0.487109	-2.06743	-0.112916196	-0.190776	-0.137139386	-1.27481	-1.13891	-0.140958279	-0.207304571	0	0	-0.1653	0.059226215	-0.0305045	0.086385657	-1.69281	0.230658099	-0.426240137	-0.676735	0.089735583	0.055701094	-0.00600136	0.328874	0.0925258	-1.42322	0.157969893	-0.235597798	-0.10820499	-0.063685469	0.063723729	-0.096115796	0.197024719	2.07518	0.013194124	-0.174235754	1.46922	-1.27316	-0.380929	0.39505	-1.28078	0.024378264	-0.11132429	-0.847322	-0.260217606	-0.049251438	0.027756863	-0.981805	0.452788	-1.46305	0.598262	0.0991274	-0.0924091	0.063418735	0.85529	0.23044097	-0.301481	0.27876	-0.623868	0.663253	-0.260698	0.0399793	0.226184925
PPFIBP2:S329-p	0.172196	1.70339	-1.38722	0.737558	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.431203	-0.687851	2.08881	1.37857	-0.0563063	0	-0.828773	-1.12571	0.935	-0.0191535	-0.449946	-1.3284	0.535861	0	0.0044311	0.153032	0.610799	-0.884259	0.419167	-0.106389	0.548741	0.0800513	0	1.96521	2.31648	0	0	-1.19034	-0.400714	-0.926824	-0.939221	0.577039	1.06117	1.737	0	2.34527	1.65707	-0.310846	-0.558525	-0.826505	2.31933	-0.36476	0.089735583	0.135312	2.10528	-0.352319	0.0940949	-0.960585	-1.2124	0.808711	1.08063	0	1.44868	-0.741066	0.197024719	-1.17278	0.0537184	-0.465801	1.32747	0.853001	0	0.543308	1.26718	0.024378264	-0.143777	0.305782	-1.98439	-0.716013	-0.410214	-0.349531	0.127322	-0.60481	0.194951	0.478977	0.352957	0.063418735	1.07459	-0.515684	0.812757	-0.290523	-1.13917	0.874952	-1.26244	0	-0.280353
PPFIBP2:S512-p	-1.25965	0.699733	-0.0901922	0.31236	-0.0881771	0	1.06487	-0.0389891	-0.469929	0.032912271	0.0328848	0.910109	1.24794	-0.906124	0.0507387	-1.51581	-1.61118	-0.010558132	-0.0647393	1.00554	-0.03526551	-0.205973582	-0.0185314	0.761014	1.75701	0	0.218501	-0.562014	-0.554369	0.311668	0.048861219	0	0.084581591	1.51328	-1.38652	-2.97E-06	0.237542	0.10870514	0.238031446	0	1.54601	-0.335896	1.6543	-1.39347	2.17953	0	0.575212	-1.25369	-0.304719	1.94817	-0.376752	0.089735583	-0.808988	1.86726	1.42519	-0.514484	-1.32097	0.875524	0.579449	-0.756393	0.204367	0.854568	-0.119342	0.197024719	0.813452	-0.269428	0.643061	-0.18806812	1.6207	-0.641291	-0.226844096	2.34687	0.024378264	-0.0909018	0	-0.260217606	-0.049251438	-0.103619	-1.70086	0.518322	-0.55385	0.606399	0	0.12487259	0.063418735	-0.45592	0.23044097	0.035430144	1.10367	-0.874026	1.20033	0.003342637	-0.014067928	0
PPFIBP2:S387-p	0.19642327	0.152148362	-0.805788	0.74242	-1.78498	0	0.0123789	0.0117044	0.397827	-0.962752	0.804631	-0.045475977	0	0.606348	0.263013	0	0.150113325	1.26778	-1.95443	0	-1.77977	-0.207825	0.52184	-0.043253241	0.513964	0.020395053	0.166430724	0.101502	0.588287	-0.0424741	0	-1.16567	0.22403	0.815787	-0.14796	0.043925172	-0.137139386	0.13848	-1.38325	-0.140958279	-0.207304571	0.48625	2.39191	0.361621	2.64138	-0.130437	0	-0.255601	-0.131164	-0.103643	-0.300078	0.089735583	-1.60867	1.6695	-0.03925325	0.042738634	-1.42398	0.157969893	-0.373132	-0.10820499	1.04997	0.063723729	-0.599064	0.197024719	0	0.175397	0.551861	-2.10694	-0.107319121	0.204908	-0.226844096	2.38631	0.024378264	0	-1.00559	-0.260217606	-0.049251438	0.027756863	-0.137296	0.255757	-0.804121	1.14571	0.902129	0.428629	0.063418735	-0.956318	0.23044097	-1.67097	-0.104171175	-0.786629	0	-0.20736	-0.0376132	-1.57743
PPFIBP2:T533-p	0.19642327	0.152148362	0.200016699	-0.009362227	-0.910043	0.0698493	-0.997619	0	-1.09268	0.032912271	0.117026001	0.517325	0.591163	0.12980398	-0.005097228	-0.183322629	-0.932712	-0.010558132	0.00802108	0.199224405	-0.03526551	-0.205973582	-0.0185314	0	-0.109974983	0.0555374	-1.15857	0.0913566	0.090730211	-0.135893	0.048861219	-1.43423	0.084581591	2.27129	-0.112916196	2.02471	-0.137139386	0.10870514	0.238031446	-0.140958279	-0.322799	0.818223	0.216195614	-0.962088	2.34039	-0.08782391	-0.773523	0.042809469	-1.08473	-0.426240137	0.120684366	0.089735583	0.055701094	1.30445	-0.03925325	0.042738634	-0.174502	-0.589339	0.480719	1.75663	-0.063685469	0.063723729	-0.0865526	0.197024719	0.050274196	-0.521161	0	-1.58537	-0.0607372	0.030285575	-0.226844096	-0.071522829	0.024378264	-0.11132429	0.850469	-0.260217606	-0.049251438	1.44262	-1.05154	-0.117886842	0	0.069908096	0.109245115	1.03908	0.063418735	-0.48377	0.23044097	0.120559	-0.104171175	0.205130311	0.816587	0	-0.632326	0.226184925
PPHLN1:S133-p	0	1.97692	1.05349	-0.620106	1.0545	-1.00362	-0.607588	1.47399	1.58385	0.677782	0	1.27639	0.898677	0	0.689457	-1.42819	0.766826	0	0.204224	1.38939	0.333486	-0.963115	-0.817397	-1.55589	0	-1.15064	0	-0.0393376	1.10705	0.286312	-1.66153	-0.183934	-0.354668	-0.704951	0.438809	1.2046	-0.69535	0.548253	1.62684	0.463584	0.527611	-0.46929	0.63684	-1.94441	-0.329647	-0.841761	0.679674	0.229415	0.386023	1.10189	-1.4561	-0.19529	1.95292	0.340998	-0.366434	-0.864853	-0.0762519	-1.37219	0	-0.920213	-0.475903	0.357678	0.0403952	1.03087	0.281134	-1.81685	-1.89008	-1.1749	0.193334	1.45142	-1.11848	-0.737295	0.290699	-0.0886118	0.546611	-1.75418	0.992711	1.82763	-0.201122	0.0374946	0.683654	0.325761	-0.231487	-0.606156	-0.0741856	-0.0717951	0.543623	-0.135162	0	0	0.0642039	-1.52405	0	-0.133044
PPIG:S687-p	-0.512773	0.169592	1.27104	-0.922616	1.38477	0	-0.1518	-1.07023	1.1464	-0.0374795	0.315873	-1.18173	0.943001	0.0948646	-1.57357	-0.545286	-0.135673	1.62434	0.362989	-1.12813	0.352048	-0.294945	0	1.12205	-0.235755	0.0438306	0.272071	0.710966	0.452867	-0.166727	-1.23146	-0.869984	-1.79824	-0.6442	-0.915449	-0.323892	0	0.160642	0.61089	-0.0431997	0.0504512	0	0.380748	1.39017	-1.86206	-1.10612	0.420371	0.306524	0.461476	-2.27172	0.951102	1.63266	-0.328152	-1.31773	0	-1.08906	-0.00970333	0.23531	-1.89954	-1.02088	0.0587241	0.355335	0	0.573484	0.703227	0.171109	-0.639775	-1.77725	-2.22687	-1.3663	-2.18593	-1.06508	0.993784	0.0266899	-1.0416	0	-0.691392	2.27988	-0.759989	-1.17356	1.49109	0	0.35964	-1.51909	1.29361	-0.976255	1.56031	0.005014	-0.638588	1.05679	0.363015	-1.04197	-0.166851	0
PPIG:S397-p	-0.0838448	-1.98224	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.479628	0.117026001	0.599409	0.823078	-1.28972	-0.005097228	-0.183322629	-1.22246	1.65809	-0.0132842	0.199224405	-0.309923	0	0.501319	1.76693	-0.109974983	-1.17928	-1.10637	0.57889	0.090730211	0.361733	-1.48283	-0.744637	0.101496	-1.58149	-0.112916196	0	0.840852	-1.42081	0.667488	0.166453	-0.50666	0	0.216195614	0.536025	-1.33666	-0.08782391	-0.530316	0.042809469	0.262948	-0.426240137	0.120684366	0	0.055701094	-0.191431	0.196815	-0.306545	0	1.66957	-0.846941	-0.521983	-0.063685469	-0.431369	0.665186	1.77143	0.300138	-0.92552	1.95479	-1.59027	-0.278175	1.66649	-1.97865	-0.839545	0.748863	-0.11132429	-0.299761	0.710728	-0.806739	1.68621	-0.554254	-1.23735	1.84172	0.069908096	-0.326573	-1.19056	-0.375234	-0.924997	1.39113	0.0782788	-1.39865	0	-0.206229	-0.676805	-0.529398	0.226184925
PPIG:S717-p	-0.201098	-1.47072	1.37265	-0.639404	0.134958	0	-0.0289221	-1.08484	0.590665	0	0.117026001	1.57378	-0.661651	-0.77442	-0.005097228	-0.183322629	0.0209567	0.860739	0.071027592	0.199224405	0.455104	0.099257	-0.418463	0	0.287199	-1.12379	-0.982874	0.104204435	-1.04079	0.090834589	-2.44666	-0.130959675	-0.61074	-0.356090301	-0.112916196	0.309242	-0.0696907	-0.203489	0.683009	0.781255	-0.207304571	-0.043455221	0.216195614	0.865756	-1.2691	-0.08782391	0.0849873	0.042809469	-0.461873	-0.553659	0.120684366	0.089735583	0.520438	-2.26797	-0.709475	-0.567704	0.668146	0.157969893	-1.49598	-0.10820499	1.58036	0.178323	0.818071	0.197024719	0.674223	0	1.28758	-2.2214	-0.748971	0.750892	0.500947	0.179782	0.024378264	-1.21092	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	-1.42519	1.31647	0.069908096	-1.18497	-0.158646	0.063418735	-1.07181	0.23044097	0.766131	-1.61602	0	-0.147076	0	0.37162	0
PPIL4:S178-p	0.19642327	0.152148362	-0.678459	0	1.20171	-1.10427	1.57984	1.59356	-0.20192	0.0144708	0.40281	-1.57837	-0.699793	0.259164	0.827235	1.40347	0.849999	1.31752	-0.0814979	-0.784502	-0.134362	-1.58403	-0.256432	-1.21287	1.59238	0.599688	0.282156	-0.0164013	0.30506	-0.264572	0.0532225	-2.02194	0	0	0	0	-0.137139386	-0.144737	1.90976	-0.140958279	-0.207304571	0.366932	0.703202	-0.444888	-2.03239	-1.5299	0.528774	-0.26084	-0.426547	0.229232	-0.969893	0.089735583	-0.737056	0.44993	-1.50451	-0.370369	2.28715	0.157969893	-1.5039	-0.10820499	-0.418067	0.063723729	0.251193	0.197024719	0.762837	-0.916021	0.213817	0.292524	-1.12349	-0.446217	0.0934327	0	0.024378264	1.92958	0.0180398	-0.260217606	2.37038	0.027756863	-2.53569	-0.438561	0.409756	0	0.972901	-0.932557	0.063418735	1.03137	0.0609947	-0.240285	1.16146	-0.99705	0.219425	0.837597	0.669106	-0.645832
PPIP5K2:S38-p	0.0580968	0.55832	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.032912271	0	-0.045475977	0.063644588	2.31826	-0.136762	0.354665	0.150113325	-0.010558132	-1.15455	0.199224405	-0.03526551	-0.205973582	-0.0185314	-0.043253241	-0.109974983	0.020395053	0.166430724	0.733753	0.090730211	-0.314024	0.048861219	0.652976	0.084581591	0.274215	-0.112916196	0.043925172	1.67746	0.10870514	0.238031446	0	-1.80725	0.788123	0.574714	-0.337244	0	-0.182977	0.782829	-0.765135	0.44927	-0.426240137	0.416472	-1.22139	0.055701094	-0.24567833	-0.03925325	0.042738634	0.57213	0.22553	-1.96357	-0.800028	-0.063685469	-1.45097	-0.304441	0.309174	1.24378	-0.625606	-1.59209	-0.253989	-0.107319121	-1.10769	-0.226844096	-0.791967	-0.777009	-0.11132429	1.37091	0.200727	-0.885923	-0.74116	-1.14791	0.206401	0.287697474	2.59391	-1.44439	-0.65373	0.453217	0.828967	-0.487991	-1.39073	-0.104171175	-0.11126	0.60571	0.739861	0.434012	0.226184925
PPL:S1657-p	-0.665092	2.11064	0	0.0995587	-1.06953	1.0135	0	0.37075	0.570018	-1.19564	0	-0.045475977	-0.0700138	0	0.654558	0.529258	0.150113325	1.0845	-0.276351	0.199224405	0.859189	-1.55021	0	-0.043253241	-0.170532	0.020395053	0.166430724	0	-0.527366	-0.131864	-0.695865	0.200489	0.470471	0.52027	-0.112916196	0.043925172	0.163413	1.23704	-0.130763	0	-0.285671	1.38616	-0.143715	2.24788	0.059226215	1.30477	0.086385657	0.719881	0.230658099	1.65823	-2.0813	0.089735583	1.43555	0	-0.03925325	0.042738634	0.00878757	0.455303	-0.235597798	-0.740069	0.980814	-0.0751826	-0.096115796	0.197024719	1.05218	0.013194124	-0.174235754	0.168228	-0.107319121	-1.05	-0.226844096	1.72331	0.024378264	-0.729989	0.688052	-0.279151	-0.00737709	-0.326824	0	-0.648014	-0.0526724	-0.843876	-0.561997	1.55563	0.063418735	1.22645	-2.32221	-0.095607	-0.104171175	0.857087	-0.399724	0	-0.0885651	-1.17366
PPM1H:S124-p	0	0.283161	-0.00425343	0.163023	-1.23047	1.04366	1.36956	0.719504	0.64327	-0.595233	0.117026001	-0.169317	0.063644588	1.3202	-0.005097228	-0.183322629	0.273926	1.56744	0.071027592	0.199224405	-0.501642	1.58936	1.0733	-0.624753	0.154179	0.0255079	0	0.104204435	0	0.090834589	0.0857314	-0.130959675	0	-0.356090301	-0.112916196	-0.23569	0.752521	-0.582487	-0.955251	-0.519262	-0.207304571	-0.043455221	0.216195614	0.811405	-0.941268	-0.08782391	0.954285	0.042809469	-0.135347	2.54815	0.120684366	0.658921	-0.972462	-0.24567833	0.589836	1.49238	-0.276639	0.157969893	-0.092305	-0.10820499	0.323417	-1.91758	-0.0584036	1.84676	-0.121499	0.142521	0.163407	-1.19947	2.68388	-0.810368	0.887374	2.25969	1.36778	-0.126475	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	-0.675299	0.287697474	0.069908096	0.0949733	-0.137599	0.489094	0.661323	0.23044097	0	-0.698679	0	-0.522784	1.0034	1.90909	-0.624723
PPP1R10:S313-p	0.634771	0	0.279326	1.68442	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.471683	2.04941	1.63259	0.063644588	0.774436	-0.457678	-0.440287	0.40694	-0.207027	0	0.731237	1.14603	0.0183145	-1.30107	-0.714301	0	-1.3451	-0.435489	-1.39764	-0.560734	-0.0170846	-0.296375	-1.58593	-2.13331	0.301638	0.00707054	0	-1.51822	0	0.298799	-1.15254	-0.207304571	-0.176023	1.64845	0	-0.251336	0	-0.262084	0.624422	0.290893	0.816729	-0.17623	1.87868	-0.296359	-0.24567833	-2.03068	-0.234454	0.0783821	0.157969893	0.311475	-0.10820499	1.38571	1.08298	0	-1.03585	0.633072	1.97841	1.88854	-1.61074	0.546323	2.1589	-1.13689	-0.52976	0	-1.33253	-2.5934	1.88459	0	0.027756863	0	-0.4791	0.287697474	0.0457108	-0.248507	0.54806	0.802956	-0.543222	-0.49971	-0.250782	-1.23081	0	0.243565	0.463084	0.177297	-0.565324
PPP1R12A:S507-p	-1.9417	-0.264196	-0.1560782	0.2832784	-0.332957	1.68288	1.34295	1.32958	0.516027	0.478046	-2.07257	0.393255	1.18188	-1.71906	0.776792	0	-0.605433	-0.869403	0.120793	0.587612	0.350984	1.38874	-0.482622	0.687128	0.168465564	-0.512079	-0.297862	-1.71165	0.1736966	-0.844247	-0.594401	0.636947	1.10428	1.81064	0.848626	0.0101254	0.371045	-1.77712	0	-0.192116	2.0699	-0.654516	-0.648443	0	0.352659	0.574589	-1.97779	-1.0865	-0.484183	1.2994338	0.062387	-1.20509	-0.79660984	1.96018	-0.0212423	-0.993464	-1.39318	-0.889358	-1.3075	-1.43562	0.05853584	0.934753	0.802844	-1.24094	-2.34689	0.803635	0.853258	1.98039	2.03366	0.680888	-0.949687	0.157802	-1.3636	-0.5381172	2.1419	-2.22798	0.781259	0.692254	1.48206	0.739395	-0.384677	-0.54213	-0.25905	-0.439593	0.608115	1.39288	-0.70183	1.29779	1.14354	0	0.849942	0	1.02645	-0.9626406
PPP1R12A:T443-p	-1.09686	-1.47776	0	-0.392697	0.53677	0.158538	0.16053	0	-0.129276	-0.114955	-0.520836	-0.492364	0.596343	0.804202	1.22564	-1.30515	0.228076	-0.485767	0	-1.11847	0.30608	2.54878	-0.395528	0	0.707781	-2.03306	0.961725	0.494159	0.802867	-1.32888	0.119636	-0.498335	0.360761	0.0752695	0	0.378137	1.11936	-0.927321	0	1.17773	-0.82861	-1.32536	0.210486	0.147112	-0.230497	0.059029	0.277369	-0.818062	-1.02044	-1.27074	1.89088	0.089735583	-0.143825	0.528854	0.134446	0.13507	-1.49272	0.490303	-0.440254	1.54446	2.12745	0.858468	0	0.197024719	0.050274196	0.766153	1.70791	1.70839	-0.131011	0.030285575	-1.61593	-0.071522829	0.024378264	-0.54003	0.460745	-2.27635	1.05781	-0.301253	1.43903	-0.117886842	0	0	0.109245115	-1.30196	0.063418735	-0.36377	0.320451	0.878737	-0.338975	0.205130311	0	-0.362503	0.366059	0.49709
PPP1R12A:S445-p	-1.13998	-0.985632	0.00592288	-0.263468	1.63124	0	-0.319194	-0.345645	-0.119226	0.491853	-1.04289	-0.353684	1.10992	0.870163	1.18047	0.884893	0.170177	-0.340158	0.071027592	0.199224405	1.09487	2.35887	-0.280007	0	0	-2.20157	1.3702	0.104204435	0.492906	0.090834589	-0.0332137	-0.130959675	0.624342	-0.356090301	-0.112916196	-0.396187	1.13215	0	-0.64037	1.34895	-0.456838	-1.29075	-0.115426	-0.26884	-0.386525	0.436359	0	-0.837162	-1.39337	-0.562916	1.92572	-1.70088	-1.266	0.700567	0.313718	-0.131898	-1.22296	-0.155655	-0.533466	1.49993	2.16686	0.55658	1.15228	-1.38886	1.03499	0.815919	1.29304	1.78913	0.292843	-1.53826	-0.177286	1.08941	0.150043	-0.976716	0.506263	-1.59351	1.06943	-1.92481	1.02084	-0.925579	0.0584219	-0.350527	-0.520884	-1.31226	1.33392	0	0.658056	1.44724	0.213592	-0.836754	0.44182	0	0.698212	0.344534
